3.963248759999999749e+01,-1.050149830000000009e+02
3.963316667000000137e+01,-1.053369443999999930e+02
3.966498737999999946e+01,-1.050041489999999982e+02
3.975887636000000214e+01,-1.056600025000000045e+02
3.976582090000000136e+01,-1.056261123000000026e+02
3.975304298999999730e+01,-1.052352666999999968e+02
3.990568056000000041e+01,-1.050353889000000009e+02
3.927248920000000254e+01,-1.063064133000000027e+02
3.924900000000000233e+01,-1.063481110999999970e+02
3.917221259000000089e+01,-1.063891926000000012e+02
3.843388673999999838e+01,-1.052572128000000049e+02
3.984582040000000092e+01,-1.057519506999999948e+02
3.989998694999999884e+01,-1.057766740999999939e+02
3.992026468000000250e+01,-1.057852857000000029e+02
3.990998657000000094e+01,-1.058783451000000042e+02
3.994998694000000228e+01,-1.057655627000000038e+02
3.998582030000000032e+01,-1.057450063999999941e+02
3.976026447000000275e+01,-1.059064013999999929e+02
3.977887548999999723e+01,-1.059283468999999940e+02
3.979719443999999839e+01,-1.060256389000000041e+02
3.980054179999999775e+01,-1.060264066000000014e+02
3.979581957999999986e+01,-1.060305733999999944e+02
3.983387499999999903e+01,-1.060564078999999964e+02
3.945582067000000137e+01,-1.060316849000000019e+02
3.956665328999999787e+01,-1.060494632000000053e+02
3.959443117000000001e+01,-1.059725157999999965e+02
3.957526424000000276e+01,-1.061105764999999934e+02
3.962554200000000293e+01,-1.060664081999999979e+02
3.963970869999999991e+01,-1.060402959999999979e+02
3.988026354000000140e+01,-1.063339174999999983e+02
3.979572220000000016e+01,-1.065743472000000054e+02
3.950831948999999810e+01,-1.063666948000000048e+02
3.939026486000000205e+01,-1.064700294000000014e+02
3.940554259999999687e+01,-1.064333620000000025e+02
3.947331979999999874e+01,-1.063678055999999970e+02
3.955387495000000087e+01,-1.064025290000000012e+02
3.962581930000000341e+01,-1.062780822999999941e+02
3.959637494999999774e+01,-1.062650263999999964e+02
3.964831927000000178e+01,-1.063230832999999933e+02
3.964109710000000319e+01,-1.063947514999999981e+02
3.960943048000000033e+01,-1.064478079999999949e+02
3.962970826000000102e+01,-1.065228096000000022e+02
3.963486110000000195e+01,-1.065319444000000004e+02
3.964748600000000067e+01,-1.066092002999999977e+02
3.964942953999999986e+01,-1.069536554000000024e+02
3.964461109999999877e+01,-1.070780139000000020e+02
3.914109959000000316e+01,-1.067742039000000034e+02
3.917998754999999989e+01,-1.068019826000000023e+02
3.920582036999999787e+01,-1.067975380000000030e+02
3.936554075000000097e+01,-1.068255948000000046e+02
3.937331729000000280e+01,-1.070839366999999953e+02
3.923263888999999693e+01,-1.072275000000000063e+02
3.954666667000000047e+01,-1.073308332999999948e+02
3.955498190000000136e+01,-1.073375539999999972e+02
3.886027126999999837e+01,-1.065666966000000002e+02
3.881832690000000241e+01,-1.066091976999999957e+02
3.866443714999999770e+01,-1.068453171999999967e+02
3.878415989999999880e+01,-1.068708735999999959e+02
3.866443714999999770e+01,-1.068480950000000007e+02
3.858776960000000145e+01,-1.069314320000000009e+02
3.854193567000000087e+01,-1.069497661000000051e+02
3.839502777999999950e+01,-1.064226249999999965e+02
3.833722219999999936e+01,-1.067736110999999966e+02
3.852111109999999883e+01,-1.069409583000000055e+02
3.829888340000000113e+01,-1.072300556999999941e+02
3.825819443999999692e+01,-1.075461111000000045e+02
3.852915336000000224e+01,-1.076489470000000068e+02
3.892582279999999884e+01,-1.074342211000000020e+02
3.886998919999999913e+01,-1.075042226999999997e+02
3.818387909999999863e+01,-1.077458924000000025e+02
3.817776805999999823e+01,-1.077583927000000017e+02
3.824055555999999712e+01,-1.077603055999999953e+02
3.833143056000000115e+01,-1.077792249999999967e+02
